paper_uid,doi,arxiv_id,title,abstract,publication_date,authors,affiliations,source,created_at,updated_at,target_key,affiliation_status,compliance_reason,matched_tokens,assessed_at
doi:https://doi.org/10.1016/j.ijoes.2023.100057,https://doi.org/10.1016/j.ijoes.2023.100057,,Alternanthera philoxeroides extract as a corrosion inhibitor for steel in Cl3CCOOH solution,,2023-02-24 00:00:00+00,"[""Fu Zhang"", ""Gaofei Wei"", ""Shuduan Deng"", ""Xianghong Li""]","[""Southwest Forestry University"", ""State Forestry and Grassland Administration""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_e8b9cd4f8cc0f4f379fb,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.386469+00
doi:https://doi.org/10.1002/smll.202205800,https://doi.org/10.1002/smll.202205800,,Spatial Control of Substitutional Dopants in Hexagonal Monolayer WS<sub>2</sub>: The Effect of Edge Termination,,2023-01-01 00:00:00+00,"[""Ana Laura Elías"", ""Andrey Krayev"", ""David Sánchez"", ""Fu Zhang"", ""Humberto Terrones"", ""Kazunori Fujisawa"", ""Kory Beach"", ""Maruda Shanmugasundaram"", ""Mauricio Terrones"", ""Michael Lucking"", ""Mingzu Liu"", ""Tianyi Zhang"", ""William Murray"", ""Yu Lei"", ""Zhiwen Liu"", ""Zhuohang Yu""]","[""Binghamton University"", ""Lawrence Livermore National Laboratory"", ""Nova Measuring Instruments (United States)"", ""Pennsylvania State University"", ""Rensselaer Polytechnic Institute"", ""Shinshu University""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_e8b9cd4f8cc0f4f379fb,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.386565+00
doi:https://doi.org/10.2139/ssrn.4540427,https://doi.org/10.2139/ssrn.4540427,,Ultra-Low Concentration Pt Decorated Carbon Sphere Catalyst for Enhanced Hydrogen Evolution Reaction,,2023-01-01 00:00:00+00,"[""Ana Laura Elías"", ""Fu Zhang"", ""He Liu"", ""Mauricio Terrones"", ""Mohan Kumar Kesarla"", ""Naveen Kumar Reddy Bogireddy"", ""Rodolfo Cruz Silva"", ""Vivechana Agarwal"", ""Yu Lei""]","[""Argonne National Laboratory"", ""Binghamton University"", ""Center for Nanoscale Materials"", ""Government of the United States of America"", ""Pennsylvania State University"", ""Universidad Autónoma del Estado de Morelos""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_e8b9cd4f8cc0f4f379fb,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.386661+00
doi:https://doi.org/10.1002/adma.202206425,https://doi.org/10.1002/adma.202206425,,Piezoelectricity across 2D Phase Boundaries,,2022-08-05 00:00:00+00,"[""Anand B. Puthirath"", ""Aravind Krishnamoorthy"", ""David C. Moore"", ""David Sánchez"", ""Dmitri Litvinov"", ""Farnaz Safi Samghabadi"", ""Fu Zhang"", ""Hanyu Zhu"", ""Jiawei Lai"", ""Mauricio Terrones"", ""Nicholas R. Glavin"", ""Priya Vashishta"", ""Pulickel M. Ajayan"", ""Rui Xu"", ""Róbert Vajtai"", ""Tianyi Zhang"", ""V. Swaminathan"", ""Xiang Zhang""]","[""Pennsylvania State University"", ""Rice University"", ""United States Air Force Research Laboratory"", ""University of Houston"", ""University of Southern California""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_e8b9cd4f8cc0f4f379fb,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.386759+00
openalex:https://openalex.org/W4396812112,,,Simultaneous Solution for Whole High Temperature Gas-cooled Reactor Coupled System: Method Research and Code Development,,2022-02-01 00:00:00+00,"[""Fu Zhang""]","[""Tsinghua University""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_e8b9cd4f8cc0f4f379fb,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.386854+00
doi:https://doi.org/10.1016/j.cartre.2022.100147,https://doi.org/10.1016/j.cartre.2022.100147,,Graphene oxide-CuFe2O4 nanohybrid material as an adsorbent of Congo red dye,,2022-01-04 00:00:00+00,"[""Adamantia Zourou"", ""Afroditi Ntziouni"", ""Fu Zhang"", ""Konstantinos Kordatos"", ""Mauricio Terrones"", ""Nikolaos D. Adamopoulos"", ""Tiberiu Roman""]","[""Alexandru Ioan Cuza University"", ""National Institute of Research and Development for Technical Physics"", ""National Technical University of Athens"", ""Pennsylvania State University""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_e8b9cd4f8cc0f4f379fb,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.386958+00
doi:https://doi.org/10.1039/d2nr01132h,https://doi.org/10.1039/d2nr01132h,,3d transition metal coordination on monolayer MoS<sub>2</sub>: a facile doping method to functionalize surfaces,,2022-01-01 00:00:00+00,"[""Amanda G. Veiga"", ""Christiano J. S. de Matos"", ""Daniel Grasseschi"", ""Ethan Kahn"", ""Fu Zhang"", ""He Liu"", ""Katherine Thompson"", ""Kazunori Fujisawa"", ""Leandro Seixas"", ""Leonardo Santana Gonçalves de Souza"", ""Maria Luiza M. Rocco"", ""Mauricio Terrones"", ""Tianyi Zhang"", ""Walner Costa Silva"", ""Yu Lei"", ""Zhuohang Yu""]","[""Pennsylvania State University"", ""Shinshu University"", ""Universidade Federal do Rio de Janeiro"", ""Universidade Presbiteriana Mackenzie""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_e8b9cd4f8cc0f4f379fb,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.387057+00
doi:https://doi.org/10.3389/fceng.2021.708014,https://doi.org/10.3389/fceng.2021.708014,,CO2 Hydrogenation to Olefin-Rich Hydrocarbons Over Fe-Cu Bimetallic Catalysts: An Investigation of Fe-Cu Interaction and Surface Species,,2021-10-07 00:00:00+00,"[""Chunshan Song"", ""Fu Zhang"", ""Guanghui Zhang"", ""Jeffrey T. Miller"", ""Ke Wang"", ""Tianyu Yan"", ""Wenjia Wang"", ""Xiaoxing Wang"", ""Xinwen Guo""]","[""Chinese University of Hong Kong"", ""Dalian University of Technology"", ""Pennsylvania State University"", ""Purdue University West Lafayette"", ""United States Department of Energy""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_e8b9cd4f8cc0f4f379fb,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.387154+00
doi:https://doi.org/10.48550/arxiv.2109.08734,https://doi.org/10.48550/arxiv.2109.08734,,Trends on 3d Transition Metal Coordination on Monolayer MoS$_2$,,2021-09-17 00:00:00+00,"[""Amanda G. Veiga"", ""Christiano J. S. de Matos"", ""Daniel Grasseschi"", ""Ethan Kahn"", ""Fu Zhang"", ""He Liu"", ""Katherine Thompson"", ""Kazunori Fujisawa"", ""Leandro Seixas"", ""Leonardo Santana Gonçalves de Souza"", ""Maria Luiza M. Rocco"", ""Mauricio Terrones"", ""Tianyi Zhang"", ""Walner Costa Silva"", ""Yu Lei"", ""Zhuohang Yu""]",[],openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_e8b9cd4f8cc0f4f379fb,unknown,status=unknown; matched=-,[],2026-03-31 06:51:10.387263+00
doi:https://doi.org/10.1002/ente.202100628,https://doi.org/10.1002/ente.202100628,,3D Printing of Graphite Electrode for Lithium‐Ion Battery with High Areal Capacity,,2021-09-17 00:00:00+00,"[""Ce Liang"", ""Fu Zhang"", ""Kaifeng Yu"", ""Kaimin Wu"", ""Wenzheng Wu"", ""Xi Xu"", ""Xue Hu""]","[""Changchun 208 Hospital"", ""Chinese People 's Liberation Army No. 85 Hospital"", ""Chinese People's Liberation Army"", ""Jilin Agricultural University"", ""Jilin International Studies University"", ""Jilin Province Science and Technology Department"", ""Jilin University""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_e8b9cd4f8cc0f4f379fb,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.38736+00
doi:https://doi.org/10.1007/s12274-021-3306-2,https://doi.org/10.1007/s12274-021-3306-2,,Efficient carrier transport via dual-function interfacial engineering using cesium iodide for high-performance perovskite solar cells based on NiOx hole transporting materials,,2021-06-05 00:00:00+00,"[""Fu Zhang"", ""Hua Yu"", ""Liuwen Tian"", ""Meng Zhang"", ""Rui Liu"", ""Taotao Hu"", ""Wenfeng Zhang"", ""Yue Yu"", ""Zhu Ma""]","[""Southwest Petroleum University""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_e8b9cd4f8cc0f4f379fb,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.387455+00
doi:https://doi.org/10.1021/acsnano.1c00650,https://doi.org/10.1021/acsnano.1c00650,,Single-Step Direct Laser Writing of Multimetal Oxygen Evolution Catalysts from Liquid Precursors,,2021-06-01 00:00:00+00,"[""Cody Matthew Kindle"", ""Collin J. Wilkinson"", ""Edgar Dimitrov"", ""Fu Zhang"", ""Ismaïla Dabo"", ""James Goff"", ""Kazunori Fujisawa"", ""Lauren D. Zarzar"", ""Mauricio Terrones"", ""Nabila Nabi Nova"", ""Shannon McGee"", ""Susan B. Sinnott"", ""Yu Lei""]","[""Pennsylvania State University"", ""Shinshu University""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_e8b9cd4f8cc0f4f379fb,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.387591+00
doi:https://doi.org/10.3969/j.issn.2095-1736.2020.03.054,https://doi.org/10.3969/j.issn.2095-1736.2020.03.054,,螺旋藻多糖对急性酒精中毒小鼠肝、心、肾、胸腺 抗氧化损伤的研究,,2020-06-10 00:00:00+00,"[""Ma Hao-tian Chen Shuai-hang"", ""马浩天 陈帅行""]",[],openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_38d192cb7d014056d7aa,unknown,status=unknown; matched=-,[],2026-03-31 06:51:10.387868+00
doi:https://doi.org/10.1007/978-981-95-3401-2_42,https://doi.org/10.1007/978-981-95-3401-2_42,,Optimization Study of External Electric Heater Arrangement of Sodium-Cooled Fast Reactor Steam Generator,,2025-11-22 00:00:00+00,"[""Bin Hou"", ""Huanjun Zhu"", ""Lina Zhu"", ""Shuai Xing"", ""Weiqing Li"", ""Xiangyu Yan"", ""Yufeng Li""]","[""China Institute of Atomic Energy""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_38d192cb7d014056d7aa,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.38798+00
doi:https://doi.org/10.1007/978-981-95-3401-2_41,https://doi.org/10.1007/978-981-95-3401-2_41,,Optimization of Surface Thermocouple Arrangement of Sodium-Cooled Fast Reactor Steam Generator,,2025-11-22 00:00:00+00,"[""Bin Hou"", ""Huanjun Zhu"", ""Lina Zhu"", ""Shuai Xing"", ""Weiqing Li"", ""Xiangyu Yan"", ""Yufeng Li""]","[""China Institute of Atomic Energy""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_38d192cb7d014056d7aa,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.388077+00
doi:https://doi.org/10.1007/978-981-95-3401-2_24,https://doi.org/10.1007/978-981-95-3401-2_24,,Flow-Induced Vibration Analysis of Large-Scale Steam Generator in Integrated Sodium-Cooled Fast Reactor,,2025-11-22 00:00:00+00,"[""Lina Zhu"", ""Shan He"", ""Shuai Xing"", ""Zhiguang Wu""]","[""China Institute of Atomic Energy""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_38d192cb7d014056d7aa,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.388182+00
doi:https://doi.org/10.1016/j.scitotenv.2025.180747,https://doi.org/10.1016/j.scitotenv.2025.180747,,Conserving mire ecosystems: linking flammability and moisture content of peaty substrates,,2025-10-21 00:00:00+00,"[""Chengshan Wang"", ""David A. Keith"", ""Gordana Popović"", ""Guan Heng Yeoh"", ""Scott Mooney"", ""Shuai Xing"", ""Tanya J. Mason""]","[""Department of Environment Water and Natural Resources"", ""Ecosystem Sciences"", ""Environmental Earth Sciences"", ""UNSW Sydney""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_38d192cb7d014056d7aa,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.388281+00
doi:https://doi.org/10.1016/j.nima.2025.170910,https://doi.org/10.1016/j.nima.2025.170910,,Fabrication and test of the 1.3 GHz 3-cell superconducting cavities for high-current application,,2025-08-05 00:00:00+00,"[""Dong Wang"", ""Haixiao Deng"", ""Jiani Wu"", ""Jinfang Chen"", ""Meng Zhang"", ""Shenjie Zhao"", ""Shuai Xing"", ""Xiaowei Wu"", ""Xuan Huang"", ""Xuhao He"", ""Yue Zong"", ""Zhenyu Ma"", ""Zhongdong Wang""]","[""Chinese Academy of Sciences"", ""Shanghai Advanced Research Institute"", ""Shanghai Institute of Applied Physics"", ""Shanghai Zhangjiang Laboratory"", ""ShanghaiTech University"", ""University of Chinese Academy of Sciences""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_38d192cb7d014056d7aa,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.388378+00
doi:https://doi.org/10.1038/s41598-025-02719-z,https://doi.org/10.1038/s41598-025-02719-z,,An aerial point cloud classification using point transformer via multi-feature fusion,,2025-07-02 00:00:00+00,"[""Gaoshuang Huang"", ""J. Y. Liu"", ""Jiayin Cao"", ""Jiechen Pan"", ""Mofan Dai"", ""Shuai Xing"", ""Xuying Wang"", ""Yunsheng Zhang""]","[""Central South University"", ""Environmental and Water Resources Engineering"", ""Henan University of Engineering"", ""Innovation Team (China)"", ""Ministry of Natural Resources"", ""PLA Information Engineering University""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_38d192cb7d014056d7aa,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.388474+00
doi:https://doi.org/10.1007/s00340-025-08468-1,https://doi.org/10.1007/s00340-025-08468-1,,Microsphere probe for in-situ high-resolution thickness measurement,,2025-04-26 00:00:00+00,"[""Dou Lin"", ""Fuxing Gu"", ""Jiaxin Yu"", ""Shuai Xing"", ""Tianci Shen"", ""Xinyu Zhang""]","[""University of Shanghai for Science and Technology""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_38d192cb7d014056d7aa,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.388565+00
doi:https://doi.org/10.3390/ma18050960,https://doi.org/10.3390/ma18050960,,Avoiding the Formation of Bubbles and Pits in Buffered Chemical Polishing for the Niobium Superconducting Cavity Through Adjusting the Acid Ratio,,2025-02-21 00:00:00+00,"[""Dong Wang"", ""Jiani Wu"", ""Jinfang Chen"", ""Shuai Xing"", ""Xiaohu Wang"", ""Xiaowei Wu"", ""Xuan Huang"", ""Xuerong Liu"", ""Xuhao He"", ""Yawei Huang"", ""Yue Zong"", ""Zhaoxi Chen"", ""Zheng Wang"", ""Zhenming Xu""]","[""Chinese Academy of Sciences"", ""Shanghai Advanced Research Institute"", ""Shanghai Institute of Applied Physics"", ""Shanghai Zhangjiang Laboratory"", ""ShanghaiTech University"", ""University of Chinese Academy of Sciences""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_38d192cb7d014056d7aa,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.388659+00
doi:https://doi.org/10.3390/ma18040865,https://doi.org/10.3390/ma18040865,,Mechanism of Pit Formation on Surface of Superconducting Niobium Cavities During Buffered Chemical Polishing,,2025-02-16 00:00:00+00,"[""Dong Wang"", ""Jiani Wu"", ""Jinfang Chen"", ""Miyimin Zhao"", ""Pengcheng Dong"", ""Runzhi Xia"", ""Shuai Xing"", ""Xiaohu Wang"", ""Xiaowei Wu"", ""Xuerong Liu"", ""Xuhao He"", ""Yawei Huang"", ""Yue Zong"", ""Zhaoxi Chen"", ""Zheng Wang""]","[""Chinese Academy of Sciences"", ""Shanghai Advanced Research Institute"", ""Shanghai Institute of Applied Physics"", ""Shanghai Zhangjiang Laboratory"", ""ShanghaiTech University"", ""University of Chinese Academy of Sciences""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_38d192cb7d014056d7aa,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.388755+00
doi:https://doi.org/10.1038/s41598-025-86545-3,https://doi.org/10.1038/s41598-025-86545-3,,Study on the vibration characteristics and influence range of buried dam pipeline,,2025-01-17 00:00:00+00,"[""Jing Xu"", ""Lihui Gao"", ""Shuai Xing""]","[""China Institute of Water Resources and Hydropower Research""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_38d192cb7d014056d7aa,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.388849+00
doi:https://doi.org/10.1109/jstars.2025.3563591,https://doi.org/10.1109/jstars.2025.3563591,,Multichannel Aligned Feature Fusion Method for Salient Object Detection in Optical Remote Sensing Images,,2025-01-01 00:00:00+00,"[""Lele Li"", ""Liejun Wang"", ""Panpan Zheng"", ""Wangyuxuan Zhai""]","[""Xinjiang University""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_59848f45b749408c4b59,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.402499+00
doi:https://doi.org/10.1007/s41365-024-01630-y,https://doi.org/10.1007/s41365-024-01630-y,,Ultra-high quality factor and ultra-high accelerating gradient achievements in a 1.3 GHz continuous wave cryomodule,,2025-01-10 00:00:00+00,"[""Bin Zhang"", ""Bo Liu"", ""Dong Wang"", ""Guanghua Chen"", ""Haixiao Deng"", ""Hong-Tao Hou"", ""Jidong Zhang"", ""Jinfang Chen"", ""Jiuce Sun"", ""Kai Xu"", ""Lijun Lu"", ""Lingling Gong"", ""Meng Zhang"", ""Qiang Gu"", ""Sen Sun"", ""Shanshan Cao"", ""Shen-Jie Zhao"", ""Sheng-Wang Xiang"", ""Shuai Xing"", ""Wensheng Fang"", ""Xiaowei Wu"", ""Xiaoyun Pu"", ""Xuming Liu"", ""Ya-Wei Huang"", ""Ye-Liang Zhao"", ""Yibo Yu"", ""Yin Lixin"", ""Yingbing Yan"", ""Yiyong Liu"", ""Yonggui Zhai"", ""Yongzhou He"", ""Yu-Bin Zhao"", ""Yue Zong"", ""Zheng Li"", ""Zheng Xiang"", ""Zhentang Zhao"", ""Zhenyu Ma"", ""Zhi-Qiang Jiang""]","[""Chinese Academy of Sciences"", ""Shanghai Advanced Research Institute"", ""Shanghai Zhangjiang Laboratory"", ""ShanghaiTech University""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_38d192cb7d014056d7aa,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.388958+00
doi:https://doi.org/10.1109/tgrs.2025.3602429,https://doi.org/10.1109/tgrs.2025.3602429,,Automated Detection and Mapping of Supraglacial Lakes Using Machine Learning From ICESat-2 and Sentinel-2 Data,,2025-01-01 00:00:00+00,"[""Dandi Wang"", ""Guoping Zhang"", ""Ming Gao"", ""Mofan Dai"", ""Pengcheng Li"", ""Qing Xu"", ""Ruiyao Kong"", ""Shuai Xing""]","[""PLA Information Engineering University""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_38d192cb7d014056d7aa,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.389091+00
doi:https://doi.org/10.1109/tgrs.2025.3623136,https://doi.org/10.1109/tgrs.2025.3623136,,A Multitemporal Spaceborne Bathymetry (MTSB) Framework Considering Water Column and Sediment Dynamics,,2025-01-01 00:00:00+00,"[""Dandi Wang"", ""Guoping Zhang"", ""Jikun Liu"", ""Li Chen"", ""Ming Gao"", ""Peng-Cheng Li"", ""Ruiyao Kong"", ""Shuai Xing"", ""Xinlei Zhang""]","[""PLA Information Engineering University""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_38d192cb7d014056d7aa,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.389203+00
doi:https://doi.org/10.2139/ssrn.5736368,https://doi.org/10.2139/ssrn.5736368,,SHAP-NMTCN-BiGRU-Based Photovoltaic Power Ultra-Short-Term Fusion Prediction with Abrupt Weather Feature Enhancement,,2025-01-01 00:00:00+00,"[""Bin Liu"", ""Shuai Xing"", ""Wang tian"", ""Wei Guo""]","[""Wuhan University of Technology""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_38d192cb7d014056d7aa,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.389304+00
doi:https://doi.org/10.1109/tgrs.2025.3556985,https://doi.org/10.1109/tgrs.2025.3556985,,Integrating ICESat-2 and Sentinel-3 Data for Comprehensive <i>K</i> <sub>lidar</sub> Retrieval: Case-I Water,,2025-01-01 00:00:00+00,"[""Dandi Wang"", ""Guoping Zhang"", ""Jiayong Yu"", ""Jizhe Li"", ""Li Chen"", ""Pengcheng Li"", ""Ruiyao Kong"", ""Shuai Xing""]","[""Anhui Jianzhu University"", ""Nanjing University"", ""PLA Information Engineering University""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_38d192cb7d014056d7aa,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.389397+00
doi:https://doi.org/10.1109/tgrs.2024.3524212,https://doi.org/10.1109/tgrs.2024.3524212,,Cross-Domain Incremental Feature Learning for ALS Point Cloud Semantic Segmentation With Few Samples,,2024-12-30 00:00:00+00,"[""Hanyun Wang"", ""Jiechen Pan"", ""Mofan Dai"", ""Pengcheng Li"", ""Qing Xu"", ""Shuai Xing""]","[""Ministry of Natural Resources"", ""PLA Information Engineering University""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_38d192cb7d014056d7aa,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.389488+00
doi:https://doi.org/10.1364/oe.545503,https://doi.org/10.1364/oe.545503,,Active and passive data combined depth inversion based on multi-temporal observation: comparison of model and strategy,,2024-12-09 00:00:00+00,"[""Dandi Wang"", ""Guoping Zhang"", ""Jin Wang"", ""Li Chen"", ""Peng-Cheng Li"", ""Ruiyao Kong"", ""Shuai Xing"", ""Xinlei Zhang""]","[""Henan University"", ""PLA Information Engineering University"", ""Smart Material (Germany)""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_38d192cb7d014056d7aa,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.389581+00
doi:https://doi.org/10.1109/tgrs.2024.3524212/v3/response1,https://doi.org/10.1109/tgrs.2024.3524212/v3/response1,,"Author response for ""Cross-Domain Incremental Feature Learning for ALS Point Cloud Semantic Segmentation With Few Samples""",,2024-12-04 00:00:00+00,"[""Hanyun Wang"", ""Jiechen Pan"", ""Mofan Dai"", ""Pengcheng Li"", ""Qing Xu"", ""Shuai Xing""]",[],openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_38d192cb7d014056d7aa,unknown,status=unknown; matched=-,[],2026-03-31 06:51:10.389671+00
doi:https://doi.org/10.1364/oe.543760,https://doi.org/10.1364/oe.543760,,Single-mode selection in a non-strongly coupled whispering gallery mode cavity,,2024-11-04 00:00:00+00,"[""Fuxing Gu"", ""Jiaxin Yu"", ""Junyuan Zhang"", ""Shuai Xing"", ""Wengang Bi""]",[],openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_38d192cb7d014056d7aa,unknown,status=unknown; matched=-,[],2026-03-31 06:51:10.389762+00
doi:https://doi.org/10.1109/tgrs.2024.3524212/v2/response1,https://doi.org/10.1109/tgrs.2024.3524212/v2/response1,,"Author response for ""Cross-Domain Incremental Feature Learning for ALS Point Cloud Semantic Segmentation With Few Samples""",,2024-11-04 00:00:00+00,"[""Hanyun Wang"", ""Jiechen Pan"", ""Mofan Dai"", ""Pengcheng Li"", ""Qing Xu"", ""Shuai Xing""]",[],openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_38d192cb7d014056d7aa,unknown,status=unknown; matched=-,[],2026-03-31 06:51:10.389851+00
doi:https://doi.org/10.3760/cma.j.issn.1008-1372.2002.08.014,https://doi.org/10.3760/cma.j.issn.1008-1372.2002.08.014,,Judgement of Neonatal Jaundice Degree and Clinical Significance,,2002-08-20 00:00:00+00,"[""周文艺"", ""廖洪"", ""方羿""]",[],openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_8b460452aa43aa81831b,unknown,status=unknown; matched=-,[],2026-03-31 06:51:10.390056+00
doi:https://doi.org/10.1038/s43247-025-03074-7,https://doi.org/10.1038/s43247-025-03074-7,,Intelligent vision-guided trajectory reconstruction enables rapid localization and characterization of the Chang’E-6 landing site,,2025-12-17 00:00:00+00,"[""Bingxu Hou"", ""Chenfeng Hou"", ""Fangyi Cheng"", ""Liqun Lin"", ""Lu Li"", ""Meng Cai"", ""Sun Shu"", ""Xiangzhi Bai"", ""Xue Dong"", ""Yan Li"", ""Yong Lai""]","[""Beihang University"", ""Peking University""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_8b460452aa43aa81831b,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.390161+00
doi:https://doi.org/10.1002/anie.202521113,https://doi.org/10.1002/anie.202521113,,Reversible Monoclinic Transition Buffering and Stepwise Uniform Delithiation in Ni‐Rich Layered Cathodes,,2025-11-23 00:00:00+00,"[""Chen Li"", ""Fangyi Cheng"", ""Fanqi Kong"", ""Kuiming Liu"", ""Meng Yao"", ""Meng Yu"", ""Weichao Wang"", ""Yiyang Peng"", ""Zhaoyang Gao"", ""Zhichen Hou""]","[""Institute of New Materials"", ""Ministry of Education"", ""Nankai University"", ""Shenzhen University"", ""Unité Matériaux et Transformations"", ""Zero to Three""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_8b460452aa43aa81831b,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.390275+00
doi:https://doi.org/10.1002/ange.202521113,https://doi.org/10.1002/ange.202521113,,Reversible Monoclinic Transition Buffering and Stepwise Uniform Delithiation in Ni‐Rich Layered Cathodes,,2025-11-23 00:00:00+00,"[""Chen Li"", ""Fangyi Cheng"", ""Fanqi Kong"", ""Kuiming Liu"", ""Meng Yao"", ""Meng Yu"", ""Wanying Wang"", ""Weichao Wang"", ""Yiyang Peng"", ""Zhaoyang Gao"", ""Zhichen Hou""]","[""Institute of New Materials"", ""Ministry of Education"", ""Nankai University"", ""Shenzhen University"", ""Unité Matériaux et Transformations"", ""Zero to Three""]",openalex,2026-03-31 06:51:09.720994+00,2026-03-31 06:51:09.720994+00,student_8b460452aa43aa81831b,non_compliant,status=non_compliant; matched=-,[],2026-03-31 06:51:10.390373+00
